CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,TELEFONO_1
16-03-0105-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO DE CIENCIAS APLICADAS DR. CARLOS ALDANA MENDOZA,"4. AVENIDA, ENTRE O Y 1 CALLE ZONA 4, BARRIO SAN FELIPE",OLGA MARINA BUC,JUAN GABRIEL CAL SURM,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,79504090
16-03-0106-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO DE CIENCIAS APLICADAS DR. CARLOS ALDANA MENDOZA,"4. AVENIDA, ENTRE O Y 1 CALLE ZONA 4, BARRIO SAN FELIPE",OLGA MARINA BUC,JUAN GABRIEL CAL SURM,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ,79504090
16-03-0108-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,COLEGIO MIXTO CIENCIAS TECNOLӇICAS,"3A. CALLE 0-43 ZONA 3, BARRIO SAN SEBASTIN",OLGA MARINA BUC,MASSENA OSWALDO SAGASTUME PORTOCARRERO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,ALTA VERAPAZ,77923223
16-03-0109-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,COLEGIO MIXTO CIENCIAS TECNOLӇICAS,"3A. CALLE 0-43 ZONA 3, BARRIO SAN SEBASTIN",OLGA MARINA BUC,MYNOR WALTER JOM COY,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),ALTA VERAPAZ,77923223
16-03-0110-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO GALILEO GALILEI,"2A. CALLE, 2A. AVENIDA ZONA 3, BARRIO SAN SEBASTIAN",OLGA MARINA BUC,MARIA ANGELICA GOMEZ CHAVEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ,79504337
16-03-0139-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,"INSTITUTO TECNOLӇICO VOCACIONAL ""MARCO TULIO DE LA CRUZ MORALES""","2A. CALLE 4-45 ZONA 4, BARRIO SAN FELIPE",OLGA MARINA BUC,RIGOBERTO HIGINIO SURAM JOM,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,79504929
16-03-0158-46,16-050,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,CENTRO DE EDUCACIӍ EXTRAESCOLAR -CEEX-,COLONIA PANTOCN,MAXIMILIANO CHUB ICAL,SARA FLORIDALMA CڠTIUL,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,BILINGUE,DOBLE,SEMIPRESENCIAL,ALTA VERAPAZ,46280307
16-03-0243-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,COLEGIO MIXTO CIENCIAS TECNOLOGICAS,"3A. CALLE 0-43 ZONA 3, BARRIO SAN SEBASTIAN",OLGA MARINA BUC,MASSENA OSWALDO SAGASTUME PORTOCARRERO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,41705134
16-03-0245-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO DE CIENCIAS APLICADAS DR. CARLOS ALDANA MENDOZA,"4A. AVENIDA, ENTRE 0 Y 1 CALLE ZONA 4, BARRIO SAN FELIPE",OLGA MARINA BUC,DELMY DAMARIZ CHOC LӐEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,31479184
16-03-0247-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO GALILEO GALILEI,"2A. CALLE 2A. AVENIDA ZONA 3, BARRIO SAN SEBASTIAN",OLGA MARINA BUC,MARIA ANGELICA GOMEZ CHAVEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,45160622
16-03-0259-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,INSTITUTO TECNOLӇICO VOCACIONAL MARCO TULIO DE LA CRUZ MORALES,"2A. CALLE 4-45 ZONA 4, BARRIO SAN FELIPE",OLGA MARINA BUC,RIGOBERTO HIGINIO SURAM JOM,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,79504929
16-03-0262-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,COLEGIO MIXTO LA PUPILA DEL CIELO,"4A. CALLE A 2-17, ENCLAVADO ZONA 2, COLONIA PAN|/TD>",OLGA MARINA BUC,MARIO RENE CAL SUN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,33801345
16-03-0263-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,COLEGIO MIXTO LA PUPILA DEL CIELO,"4A. CALLE A 2-17, ENCLAVADO ZONA 2, COLONIA PAN|/TD>",OLGA MARINA BUC,MARIO RENE CAL SUN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,33801345
16-03-0265-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO SAN CRISTӁAL,"5A. CALLE 4-18 ZONA 1, BARRIO SANTA ANA",OLGA MARINA BUC,DANILO COC POP,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,57332422
16-03-0266-46,16-050,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,CENTRO DE EDUCACIӍ EXTRAESCOLAR -CEEX-,CASER͏ CHILLEY,MAXIMILIANO CHUB ICAL,HENRY MANUEL HIDALGO SACB|/TD>,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ,45552665
16-03-1388-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,COLEGIO 'MESON',8A. AVENIDA 6-00 ZONA 1,OLGA MARINA BUC,LUIS EMILIO SOLARES MARROQUIN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,
16-03-1429-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO GALILEO GALILEI,"2A. CALLE, 2A. AVENIDA ZONA 3, BARRIO SAN SEBASTIAN",OLGA MARINA BUC,MARIA ANGELICA GOMEZ CHAVEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,79504337
16-03-1520-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO GALILEO GALILEI,"2A. CALLE, 2A. AVENIDA ZONA 3, BARRIO SAN SEBASTIAN",OLGA MARINA BUC,MARIA ANGELICA GOMEZ CHAVEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,45160662
16-03-1607-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO GALILEO GALILEI,1A. AVENIDA 3-62 ZONA 4 BARRIO SAN FELIPE,OLGA MARINA BUC,MARCO TULIO DE LA CRUZ MORALES,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),ALTA VERAPAZ,56377425
16-03-9884-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO SAN CRISTOBAL,"5A. CALLE 4-18 ZONA 1, BARRIO SANTA ANA",OLGA MARINA BUC,DANILO COC POP,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,79504134
16-03-9885-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO SAN CRISTOBAL,"5A. CALLE 4-18 ZONA 1, BARRIO SANTA ANA",OLGA MARINA BUC,DANILO COC POP,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,79504134
16-03-9886-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO SAN CRISTOBAL,0 AVENIDA 1-71 ZONA 5 BARRIO SAN CRISTOBAL,OLGA MARINA BUC,GLADIS YOLANDA MORN LEM,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,ALTA VERAPAZ,79504134
16-04-0036-46,16-009,ALTA VERAPAZ,TACTIC,INSTITUTO AKALTIC,0 CALLE B OC-150 ZONA 4,WILSON EDWIN OSWALDO CAAL CHO,CONCHA DE PELAEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,BILINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ,79539043
16-04-0041-46,16-011,ALTA VERAPAZ,TACTIC,COLEGIO PARTICULAR MIXTO BLAISE PASCAL,5A. AVENIDA 2-35 ZONA 1,JORGE ALBERTO CAAL BOL,GUILLERMO ALFREDO PORTOCARRERO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),ALTA VERAPAZ,56294302
16-04-0042-46,16-009,ALTA VERAPAZ,TACTIC,COLEGIO CRISTIANO PARTICULAR MIXTO VIDA,"CANTON CHIJACORRAL, ZONA 7",WILSON EDWIN OSWALDO CAAL CHO,THELMA FLORIDALMA FERNNDEZ MOYA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,79529275
16-04-0046-46,16-009,ALTA VERAPAZ,TACTIC,COLEGIO PARTICULAR MIXTO BLAISE PASCAL,"4A. CALLE 09-103, ZONA 1",WILSON EDWIN OSWALDO CAAL CHO,ROLANDO MACZ BAC,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,79539955
16-04-0049-46,16-009,ALTA VERAPAZ,TACTIC,INSTITUTO AKALTIC,0 CALLE B OC-150 ZONA 4,WILSON EDWIN OSWALDO CAAL CHO,ANA ELIZA PELEZ PONCE,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,79539043
16-04-0050-46,16-009,ALTA VERAPAZ,TACTIC,INSTITUTO AKALTIC,"0 CALLE B OC-150, ZONA 4",WILSON EDWIN OSWALDO CAAL CHO,ANA ELIZA PELEZ PONCE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,79539043
16-04-0062-46,16-009,ALTA VERAPAZ,TACTIC,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CANTON CHIJACORRAL,WILSON EDWIN OSWALDO CAAL CHO,RUBɎ XICOL BAC,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,50443851
16-04-0064-46,16-009,ALTA VERAPAZ,TACTIC,COLEGIO NUESTRA SEЯRA DE LA ASUNCIӍ,"0 CALLE ""C"" 4-29 ZONA 4, BARRIO CHAMCHɼ/TD>",WILSON EDWIN OSWALDO CAAL CHO,MAŔ ANGɌICA CASTILLO MARTINEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,79529368
16-04-0068-46,16-009,ALTA VERAPAZ,TACTIC,COLEGIO CRISTIANO PARTICULAR MIXTO VIDA,"1A. AVENIDA 6-73 ZONA 7, CANTӍ CHIJACORRAL",WILSON EDWIN OSWALDO CAAL CHO,EVELIN MARISOL DONIS BIN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ,79529275
16-04-0072-46,16-009,ALTA VERAPAZ,TACTIC,COLEGIO PRIVADO MIXTO LA ENSEСNZA,"12 AV. A 4-30, ZONA 3, BARRIO ASUNCION",WILSON EDWIN OSWALDO CAAL CHO,MAYRA MAGDALENA YAT CHON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,79539069
16-04-0078-46,16-009,ALTA VERAPAZ,TACTIC,COLEGIO PRIVADO MIXTO LA ENSEСNZA,12 AVENIDA A 4-30 ZONA 3,WILSON EDWIN OSWALDO CAAL CHO,MAYRA MAGDALENA YAT CHON,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,79539069
16-04-0079-46,16-009,ALTA VERAPAZ,TACTIC,COLEGIO NUESTRA SEЯRA DE LA ASUNCIӍ,"2A. AVE. 02-053 ZONA 2, BARRIO SAN JACINTO",WILSON EDWIN OSWALDO CAAL CHO,ALFONSO MENDEZ MRTIR,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,ALTA VERAPAZ,79529368
16-04-0080-46,16-009,ALTA VERAPAZ,TACTIC,COLEGIO NUESTRA SEЯRA DE LA ASUNCIӍ,"2A. AVE. 02-053 ZONA 2, BARRIO SAN JACINTO",WILSON EDWIN OSWALDO CAAL CHO,ALFONSO MENDEZ MRTIR,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,79529368
16-04-0118-46,16-009,ALTA VERAPAZ,TACTIC,COLEGIO NUESTRA SEЯRA DE LA ASUNCION,"O CALLE ""C"" 4-29 ZONA 4, BARRIO CHAMCHE",WILSON EDWIN OSWALDO CAAL CHO,MARIA ANGELICA CSTILLO MARTINEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,54238753
16-04-0120-46,16-009,ALTA VERAPAZ,TACTIC,COLEGIO PARTICULAR MIXTO BLAISE PASCAL,"4A. CALLE 09-103, ZONA 1",WILSON EDWIN OSWALDO CAAL CHO,ROLANDO MACZ BAC,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,59984909
16-04-0122-46,16-009,ALTA VERAPAZ,TACTIC,COLEGIO PRIVADO MIXTO LA ENSEСNZA,"12A. AVENIDA ""A"" 4-30 ZONA 2, BARRIO ASUNCION",WILSON EDWIN OSWALDO CAAL CHO,MAYRA MAGDALENA YAT CHON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,79539069
16-04-0124-46,16-009,ALTA VERAPAZ,TACTIC,INSTITUTO AKALTIC,"0 CALLE B OC-150, ZONA 4",WILSON EDWIN OSWALDO CAAL CHO,ANA ELIZA PELEZ PONCE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,58536938
16-04-0128-46,16-009,ALTA VERAPAZ,TACTIC,COLEGIO PARTICULAR MIXTO BLAISE PASCAL,"4A. CALLE 09-103, ZONA 1",WILSON EDWIN OSWALDO CAAL CHO,ROLANDO MACZ BAC,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,77565109
16-04-1233-46,16-009,ALTA VERAPAZ,TACTIC,COLEGIO PARTICULAR MIXTO BLAISE PASCAL,4A. AVENIDA 0 CALLE -176 ZONA 4,WILSON EDWIN OSWALDO CAAL CHO,CONCEPCIӍ ANALUĆ LӐEZ VIELMAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,79539955
16-04-1235-46,16-009,ALTA VERAPAZ,TACTIC,COLEGIO PARTICULAR MIXTO BLAISE PASCAL,"4A. CALLE 09-103, ZONA 1",WILSON EDWIN OSWALDO CAAL CHO,CLAUDIA NINETH DUBӍ CASTAХDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,79539955
16-04-1709-46,16-009,ALTA VERAPAZ,TACTIC,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA LICEO TACTIC JV,BARRIO ASUNCION,WILSON EDWIN OSWALDO CAAL CHO,,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL NOMBRAMIENTO,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,
16-04-2308-46,16-009,ALTA VERAPAZ,TACTIC,INSTITUTO AKALTIC,"O CALLE B OC-150, ZONA 4.",WILSON EDWIN OSWALDO CAAL CHO,ANA ELIZA PELEZ PONCE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,79539043
16-04-8321-46,16-009,ALTA VERAPAZ,TACTIC,INSTITUTO AKALTIC,0 CALLE B OC 150 ZONA 4 DE LA VILLA DE TACTIC,WILSON EDWIN OSWALDO CAAL CHO,ANA ELIZA PELEZ PONCE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,79539043
16-04-8322-46,16-009,ALTA VERAPAZ,TACTIC,COLEGIO PRIVADO MIXTO LA ENSEСNZA,12 AV. 4-30 ZONA 3,WILSON EDWIN OSWALDO CAAL CHO,MAYRA MAGDALENA YAT CHON,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,79539069
16-04-8324-46,16-004,ALTA VERAPAZ,TACTIC,COLEGIO PRIVADO MIXTO LA ENSEСNZA,BARRIO LA ASUNCION DE LA VILLA DE TACTIC,ALFONZO SI XOL,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),ALTA VERAPAZ,
16-04-9906-46,16-009,ALTA VERAPAZ,TACTIC,COLEGIO PRIVADO MIXTO LA ENSEСNZA,12 AV. A 4-30 ZONA 3,WILSON EDWIN OSWALDO CAAL CHO,MAYRA MAGDALENA YAT CHON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ,79539069
16-05-0017-46,16-010,ALTA VERAPAZ,TAMAHU,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,TAMAHU,PATRICIO NAJARRO ASENCIO,CARMELINA ICӠMORN,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,58034583
16-05-9091-46,16-010,ALTA VERAPAZ,TAMAHU,INSTITUTO MIXTO MUNICIPAL DE MAGISTERIO BILINGUE,BARRIO CENTRO,PATRICIO NAJARRO ASENCIO,ELISEO CH`CH|/TD>,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,50615709
16-06-0090-46,16-011,ALTA VERAPAZ,SAN MIGUEL TUCURU,INSTITUTO NACIONAL DE EDUCACIӍ DIVERSIFICADA,BARRIO EL CENTRO,JORGE ALBERTO CAAL BOL,OSCAR ROMN XOC CӼ/TD>,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,40232213
16-06-0103-46,16-046,ALTA VERAPAZ,SAN MIGUEL TUCURU,"CENTRO DE FORMACIӍ ACADɌICA, TECNOLӇICA Y OCUPACIONAL ""JACK & MARIE EITING""",LOTE NO. 42 CASER͏ NUEVA ESPERANZA,BENJAMIN JUC BOTZOC,GABRIELA ALEJANDRA URIZAR RUBIO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,30647842
16-06-0104-46,16-046,ALTA VERAPAZ,SAN MIGUEL TUCURU,"CENTRO DE FORMACIӍ ACADɌICA, TECNOLӇICA Y OCUPACIONAL ""JACK & MARIE EITING""",LOTE NO. 42 CASER͏ NUEVA ESPERANZA,BENJAMIN JUC BOTZOC,GABRIELA ALEJANDRA URIZAR RUBIO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,30647842
16-06-0106-46,16-046,ALTA VERAPAZ,SAN MIGUEL TUCURU,"CENTRO DE FORMACION ACADEMICA, TECNOLOGICA Y OCUPACIONAL ""JACK & MARIE EITING""","LOTE NO. 42, CASERIO NUEVA ESPERANZA",BENJAMIN JUC BOTZOC,GABRIELA ALEJANDRA URIZAR RUBIO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,30644784
16-06-0143-46,16-050,ALTA VERAPAZ,SAN MIGUEL TUCURU,CENTRO DE EDUCACIӍ EXTRAESCOLAR -CEEX-,CASER͏ NUEVA ESPERANZA,MAXIMILIANO CHUB ICAL,MIRIAM PATRICIA MAX TOC,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ,50437041
16-06-2398-46,16-011,ALTA VERAPAZ,SAN MIGUEL TUCURU,INSTITUTO PRIVADO MIXTO DE MAGISTERIO BILINGUE TUKUR,CANTON LA PLAYA,JORGE ALBERTO CAAL BOL,MIGUEL FERNANDO TUT LEMUS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,
16-07-0117-46,16-012,ALTA VERAPAZ,PANZOS,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO SAN JUAN,MARIA ELENA PALMA MOLINA,HECTOR MAQUIM CAAL,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,57036563
16-07-0181-46,16-036,ALTA VERAPAZ,PANZOS,COLEGIO MIXTO MESOAMERICANO,"BARRIO EL CENTRO, ALDEA TELEMN",JOSE LUIS XI CUCUL,ARISTIDES EFREN LӐEZ GӍEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,48067726
16-07-0194-46,16-012,ALTA VERAPAZ,PANZOS,COLEGIO PRIVADO MIXTO JUAN AMOS COMENIO,BARRIO SAN SEBASTIAN,MARIA ELENA PALMA MOLINA,MARCELINO CAZ MUCڼ/TD>,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,40856113
16-07-0195-46,16-012,ALTA VERAPAZ,PANZOS,COLEGIO PRIVADO MIXTO JUAN AMOS COMENIO,BARRIO SAN SEBASTIAN,MARIA ELENA PALMA MOLINA,MARCELINO CAZ MUCڼ/TD>,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),ALTA VERAPAZ,40856113
16-07-0196-46,16-036,ALTA VERAPAZ,PANZOS,COLEGIO MIXTO VALLE DEL POLOCHIC,"INSTALACIONES QUE OCUPA EL INSTITUTO DE EDUCACIӍ BSICA POR COOPERATIVA DE ENSEСNZA, ALDEA TELEMAN",JOSE LUIS XI CUCUL,JOEL ESTEBAN ZEPEDA CAAL,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,ALTA VERAPAZ,30449848
